NAZIONE;TERPA_DESCR_ENTE_CIRC;LISTE_DESCR_LISTA;MAX(VOTI_PREF.CANDI_DESCR_COGNOME);MAX(VOTI_PREF.CANDI_DESCR_NOME);PREFERENZE
SVEZIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;BRACALETTI;VANIA;0
SVEZIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;FARESE;ROSAPIA;0
SVEZIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;ANANIA;ORAZIO;0
SVEZIA;III : ITALIA CENTRALE;POPOLARI PER L'ITALIA;MONDINI;MARCO;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;PIANESELLI;GUIDO ;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;PARISINI;CLAUDIO;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;AGRO';CATERINA;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;BIAGIONI;GERMANA;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;BOSU;SABRINA;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;FIORI;GIOVANNI;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;GIURLANI;ILARIA;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;SEBASTIANELLI;FABIO;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;MAZZOTTA;GIOVANNI;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;FINETTI;ENRICO;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;LODA';SILVIA ;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;TERRANA;LAURA;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;ADINOLFI;MARIO;0
SVEZIA;III : ITALIA CENTRALE;POPOLO DELLA FAMIGLIA - ALTERNATIVA POPOLARE;AVAGNINA;SILVIA CAMILLA;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;DE FALCO;CIRA;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;PAGLIARICCIO;CLAUDIA;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;IORIO;VINCENZO;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;POCCHIA;ANTONIO;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;TANDOI;RAFFAELLA;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;PICICCI;LUCIA;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;LECCISO;FELICE;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;DI STEFANO;SIMONE;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;TESORIERO;GIUSEPPINA;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;DI SALVO;PIERFRANCESCO;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;CAVALIERO;LAURA;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;FLORINO;EMMANUELA;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;CATALANO;LUIGI;0
SVEZIA;IV : ITALIA MERIDIONALE;CASAPOUND ITALIA - DESTRE UNITE;LAVEGLIA;ANTONINO;0
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;GALTIERI;FRANCESCO;2
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;MANZI;SILVJA;2
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;PASQUINO;RAIMONDO;1
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;SENATORE;ALESSANDRA;1
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;DEL NEGRO;SERENA;1
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;ABBATICCHIO;MICHELE;0
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;DI LORENZO;LOREDANA;0
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;FASULO;ROSSELLA ;0
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;RUSSO;SIMONA;0
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;PISICCHIO;ALFONSINO;0
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;MONTICELLI;LUCIANO;0
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;DI PALMA;NICOLA;0
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;ADESSO;RAFFAELLO;0
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;DE ANDREIS;MARCO;0
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;AIUTO;DANIELA;0
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;STOMEO;ELEONORA;0
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;MANCIERO;LUCIA;0
SVEZIA;IV : ITALIA MERIDIONALE;+EUROPA - ITALIA IN COMUNE - PDE ITALIA;GADOLA;ARNALDO;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;VENTURA;GIUSEPPE;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;LACICERCHIA;GIUSEPPE;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;ESPOSITO;LUIGI;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;GIORDANO;VINCENZO;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;ALOISI;CROCIFISSO;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;STARACE;INNOCENZA ANNA;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;PENDENZA;MAURIZIO;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;VOTANO;VALERIA;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;FASANO;ASCENZA LOREDANA;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;BALDO;ELIANA;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;BARBARO;GIUSEPPE;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;POLLINZI;FILOMENA;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;TRIMARCHI;EMANUELA;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;AMODEO;ORLANDO;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;QUARTARONE;FRANCESCO;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;COLACICCO;ADRIANA;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;FARINARO;GIULIANA;0
SVEZIA;IV : ITALIA MERIDIONALE;EUROPA VERDE;CHIAIA;EMMA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;CICCOPIEDI;LEONARDO;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;BERLUSCONI;SILVIO;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;MAGLIOCCA;GIORGIO;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;MARTUSCIELLO;FULVIO;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;DE DONATO;BEATRICE;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;CALIGIURI;FULVIA MICHELA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;CESA;LORENZO;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;DI SALVATORE;PAOLA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;SILVESTRIS;SERGIO PAOLO FRANCESCO;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;PATRICIELLO;ALDO;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;MATERA;BARBARA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;PEDA';GIUSEPPE;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;ILARDI;ANTONIO;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;MUSSOLINI;ALESSANDRA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;PECCHIA;ANTONIETTA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;D'ANTINI;FILOMENA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;CHIUSOLO;MARIAGRAZIA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA ITALIA;BELLAME;CARMELA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;SACCO;VINCENZO;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;DAMIANI;REBECCA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;PACELLA;SALVATORE;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;FAZZARI;ANGELO FRANCESCO;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;LEUZZI;ALESSANDRA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;FENIELLO;ALESSIO;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;PRENCIPE;GIUSEPPE;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;FIORE;ROBERTO;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;MAZZA;GERARDOVITOMARIA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;DIANA;ROBERTA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;TUMMOLO;MICHELINA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;ORONZO;CATERINA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;DI LELLA;KATIA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;ZUMBO;MARGHERITA ANTONIA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;CANTONE;TERESA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;AUGELLO;ALESSIA;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;CARLUCCI;DOMENICO;0
SVEZIA;IV : ITALIA MERIDIONALE;FORZA NUOVA;D'UVA;GIUSTINO;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;MELONI;GIORGIA;1
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;NESCI;DENIS DOMENICO;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;LETIZIA;MARIA;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;VINCI;LUCREZIA;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;LAGROTTA;MARIA ROSARIA;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;MELE;STELLA;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;FITTO;RAFFAELE;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;SICILIANO;ALESSANDRA;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;TOZZI;UGO;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;QUAGLIERI;MARIO;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;RESCIGNO;CARMELA;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;GEMMATO;MARCELLO;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;TISCI;ANTONIO;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;AVERSA;ROSARIO ACHILLE;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;D'URBANO;MARGHERITA;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;MUSSOLINI;CAIO GIULIO CESARE;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;GENTILE;ISABELLA;0
SVEZIA;IV : ITALIA MERIDIONALE;FRATELLI D'ITALIA;RONGHI;SALVATORE;0
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;FORENZA;ELEONORA;4
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;CACCIATORE;FORTUNATO MARIA;2
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;AMALFI;CIRO;1
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;ARCURI;VIOLETTA;1
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;BEVILACQUA;PIETRO;1
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;NATALICCHIO;PAOLA;0
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;PANDOLFI;LUIGI;0
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;PALLADINO;MARCO;0
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;FUCITO;ALESSANDRO;0
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;PERRONE;PATRIZIA;0
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;FERRI;SARA;0
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;DELL'ANNA;LIVIA;0
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;PESCE;FRANCESCA;0
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;PALIERI;IVANA;0
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;LUONGO;ANTONIO;0
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;CAPUANO;NICOLA;0
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;FABBRIS;GIOVANNI;0
SVEZIA;IV : ITALIA MERIDIONALE;LA SINISTRA;ARRICALE;MICHELA;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;SALVINI;MATTEO;2
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;SOFO;VINCENZO;1
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;SAPIGNOLI;SIMONA;1
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;PETRONI;LUIGI ANTONIO;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;ANTELMI;ILARIA;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;D'ALOISIO;ANTONELLO;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;DE BLASIS;ELISABETTA;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;TOMMASETTI;AURELIO;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;SGRO;NADIA;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;CERRELLI;GIANCARLO;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;LELLA;ANTONELLA;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;CALDERANO;DANIELA;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;PORPIGLIA;FRANCESCA ANASTASIA;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;CASANOVA;MASSIMO;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;CAROPPO;ANDREA;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;GRANT;VALENTINO;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;STAINE;EMMA;0
SVEZIA;IV : ITALIA MERIDIONALE;LEGA SALVINI PREMIER;VUOLO;LUCIA;0
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;PEDICINI;PIERNICOLA;3
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;GEMMA;CHIARA MARIA;3
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;ADINOLFI;ISABELLA;2
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;FERRARA;LAURA;1
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;DE GIGLIO;ALBERTO CLAUDIO;1
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;D'AMATO;ROSA;1
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;PULPITO;FRANCA;0
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;DELLA VALLE;DANILO;0
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;DI MATTEO;ANTIMINA;0
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;DI NINO;VALERIA;0
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;RESCIGNO;MICHELA;0
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;FURORE;MARIO;0
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;NAPOLITANO;LUIGI;0
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;PELUSO;MARIANO;0
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;FARINA;ENRICO;0
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;GENTILE;STEFANIA;0
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;AVALLONE;VITO;0
SVEZIA;IV : ITALIA MERIDIONALE;MOVIMENTO 5 STELLE;RANIERI;GIANLUCA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;CAMPANA;ISABELLA;1
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;CERIELLO;CRISTIANO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;BOTTA;VINCENZO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;ZANIN;LUISANTONIO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;MUSACCHIO;ALBERTO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;RINALDINI;DANIELA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;BRUNO;ANNUNZIATA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;MONTORO;ALBERTO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO ANIMALISTA;RAVICINI;ANNA TONIA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;GIANNINI;DANIELA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;BIANCINI;LAURA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;FIRMANI;LUCIA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;STEFANI;SILVIA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;AQUINO;DOMENICO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;BASTONE;GIOVANNINA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;MUSTILLO;ALESSANDRO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;D'ANTONI;ELEONORA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;RIZZO;MARCO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;VERARDI;MARIANGELA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;ADAMO;FRANCESCO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;BERGAMINI;LAURA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;PANO;ROBERTO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;SATTEL;INGRID;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;MOSAICO;PALMO ANTONINO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;NENNA;GENNARO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;CATELLO;SALVATORE;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO COMUNISTA;BERNARDINI;ALDO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;CERRONI;CATERINA;4
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;GENTILE;ELENA;4
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;STOMEO;IVAN;3
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;ROBERTI;FRANCO;2
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;PICIERNO;GIUSEPPINA;2
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;COZZOLINO;ANDREA;1
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;BRIENZA;NICOLA;1
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;VERDOLIVA;MARIELLA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;PETRONE;ANNA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;PAOLUCCI;MASSIMO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;MARRO;ANNA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;KECHOUD;LEILA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;IACUCCI;FRANCESCO ANTONIO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;CAPUTO;NICOLA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;NUCERA ;LUCIA ANITA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;BALLO;GERARTA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;FERRANDINO;GIUSEPPE;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO DEMOCRATICO;PICCIRILLI;EDUARDO MARIA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;GUBELLO;LUIGI;1
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;CALCAGNO;STEFANIA;1
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;AMICI;MONICA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;CUOMO;ROSARIA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;TALARICO;ROSARIA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;DEL SOLDATO;FLAVIO;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;DI LIBERTO;LUIGI;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;CAPPELLETTI;LUCA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;BARGU;CRISTINA DIANA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;SOMMA;EMMANUELE;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;PINASSI;MICHELE;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;BONANNO;SARA;0
SVEZIA;IV : ITALIA MERIDIONALE;PARTITO PIRATA;ZINGARELLI;FELICE;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;ARBIA;SILVANA;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;AUFIERO;FRANCO;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;ESPOSITO;FRANCA ROSARIA;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;CIRIANI;ANNA;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;COVINO;ELVIO;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;SPIAGGIA;CARMINE;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;LIMARDO;COSIMO;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;TOMACIELLO;LOREDANA;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;SPINELLI;CRISTINA;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;BONDESAN;GIOVANBATTISTA;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;MORELLI;GIUSEPPE;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;MAURO;MARIO WALTER;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;MARIOTTO;LUCA;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;CARTELLINO;COSIMO DAMIANO;0
SVEZIA;IV : ITALIA MERIDIONALE;POPOLARI PER L'ITALIA;CAVALLETTO;PAOLA;0
